Fecha,Proyecto,Cadena,Sucursal,Upc,Item,Nombre,CostoUnidad,VentasUnidades,VentasImporte,ExistenciasUnidades,ExistenciasImporte
2016-12-01,SPINMASTER,LIVERPOOL,"L CENTRO",778988064429,778988064429,"SPIN PAW PATROL CACHORROS TRANSFORMABLES",233.1,1,197.41,0,0
2016-12-01,SPINMASTER,LIVERPOOL,"L CENTRO",778988131503,778988131503,"SPIN PAW PATROL JUEGO DE MEMORIA",123.45,1,171.55,0,0
2016-12-01,SPINMASTER,LIVERPOOL,"L CENTRO",778988206553,778988206553,"SPIN PAW PATROL CACHORROS AEREOS",178.62,1,257.76,0,0
2016-12-01,SPINMASTER,LIVERPOOL,"L CENTRO",778988208649,778988208649,"SPIN PETS PELUCHE DE LUJO CON SONIDO",640.69,1,800.86,0,0
2016-12-01,SPINMASTER,LIVERPOOL,"L CENTRO",778988651315,778988651315,"SPIN MB MUÃƒâ€˜ECA DE 5",167.8,2,394.82,0,0
2016-12-01,SPINMASTER,LIVERPOOL,"L CENTRO",778988654514,778988654514,"SM MBP PELUCHE 8 ANIMAL",742.08,1,231.9,0,0
2016-12-01,SPINMASTER,LIVERPOOL,"L INSURGENTES",778988969137,778988969137,"SPIN HEDBANZ NIÃƒâ€˜OS",192.41,1,175.67,428,995
2016-12-01,SPINMASTER,LIVERPOOL,"L INSURGENTES",778988071380,778988071380,"SPIN DISNEY HIJOS VS PADRES",226.9,1,361.21,428,995
2016-12-01,SPINMASTER,LIVERPOOL,"L INSURGENTES",778988064009,778988064009,"SPIN PAW PATROL VEHICULOS BASICOS",1540,3,1031.91,428,995
2016-12-01,SPINMASTER,LIVERPOOL,"L INSURGENTES",778988066430,778988066430,"SPIN PAW PATROL PELUCHE BASICO",171.72,2,515.52,428,995
2016-12-01,SPINMASTER,LIVERPOOL,"L INSURGENTES",778988095737,778988095737,"SPIN DRAGONES DRAGON Y VIKINGO",266.8,1,318.1,428,995
2016-12-01,SPINMASTER,LIVERPOOL,"L INSURGENTES",778988213957,778988213957,"SPIN PAW PATROL PELUCHE DE LUJO",419.61,1,559.48,428,995
2016-12-01,SPINMASTER,LIVERPOOL,"L INSURGENTES",778988121610,778988121610,"SPIN BUNCHEMS SET CREATIVO",130.34,1,171.55,428,995
2016-12-01,SPINMASTER,LIVERPOOL,"L INSURGENTES",778988215548,778988215548,"SPIN BUNCHEMS SET DE VIAJE",275.17,1,232.18,428,995
2016-12-01,SPINMASTER,LIVERPOOL,"L INSURGENTES",778988208151,778988208151,"SPIN PETS FIGURA BASICA",191.72,1,137.07,428,995
2016-12-01,SPINMASTER,LIVERPOOL,"L INSURGENTES",778988208649,778988208649,"SPIN PETS PELUCHE DE LUJO CON SONIDO",640.69,1,800.86,428,995
2016-12-01,SPINMASTER,LIVERPOOL,"L INSURGENTES",778988624227,778988624227,"SM PAW PYS ADVENTRBAY 2VEH SET (LIVERPOO",477.8,1,637.07,428,995
2016-12-01,SPINMASTER,LIVERPOOL,"L INSURGENTES",778988618219,778988618219,"SM SFP MI MEJOR AMIGO MAX",3414.68,1,1628.45,428,995
2016-12-01,SPINMASTER,LIVERPOOL,"L POLANCO",778988034057,778988034057,"SPIN SEW COOL MAQUINA DE COSER MAGICA",746.23,1,843.97,449,859
2016-12-01,SPINMASTER,LIVERPOOL,"L POLANCO",778988033920,778988033920,"SPIN SEW COOL REPUESTOS DE TELA",83.41,1,111.21,449,859
2016-12-01,SPINMASTER,LIVERPOOL,"L POLANCO",778988064429,778988064429,"SPIN PAW PATROL CACHORROS TRANSFORMABLES",233.1,4,789.64,449,859
2016-12-01,SPINMASTER,LIVERPOOL,"L POLANCO",778988064009,778988064009,"SPIN PAW PATROL VEHICULOS BASICOS",1540,1,343.97,449,859
2016-12-01,SPINMASTER,LIVERPOOL,"L POLANCO",778988066379,778988066379,"SPIN PAW PATROL PILOTOS DE RESCATE",444.85,3,411.21,449,859
2016-12-01,SPINMASTER,LIVERPOOL,"L POLANCO",778988098264,778988098264,"SPIN PP CACHORROS TRANSFORMABLES JUMBO",323.45,1,499.14,449,859
2016-12-01,SPINMASTER,LIVERPOOL,"L POLANCO",778988133040,778988133040,"SPIN PAW PATROL SET CACHORROS METALICOS",2301.79,1,1068.1,449,859
2016-12-01,SPINMASTER,LIVERPOOL,"L POLANCO",778988101193,778988101193,"SPIN TMNT HSH CAMION ACORAZADO CON FIG",645.91,1,583.01,449,859
2016-12-01,SPINMASTER,LIVERPOOL,"L POLANCO",778988129494,778988129494,"SPIN PAW PATROL CACHORROS HEROES",123.45,1,171.55,449,859
2016-12-01,SPINMASTER,LIVERPOOL,"L POLANCO",778988121610,778988121610,"SPIN BUNCHEMS SET CREATIVO",130.34,2,343.1,449,859
2016-12-01,SPINMASTER,LIVERPOOL,"L POLANCO",778988215548,778988215548,"SPIN BUNCHEMS SET DE VIAJE",275.17,1,343.97,449,859
2016-12-01,SPINMASTER,LIVERPOOL,"L POLANCO",778988121733,778988121733,"SPIN BUNCHEMS MEGA SET",399.31,1,516.38,449,859
2016-12-01,SPINMASTER,LIVERPOOL,"L POLANCO",778988190678,778988190678,"SM PAW INX VEHÃƒ?CULOS BÃƒ?SICOS",233.79,1,292.24,449,859
2016-12-01,SPINMASTER,LIVERPOOL,"L POLANCO",778988654521,778988654521,"SM MBP FGR MASHA THE BEAR FIG",444.85,1,111.21,449,859
2016-12-01,SPINMASTER,LIVERPOOL,"L POLANCO",778988236277,778988236277,"SM STF KIT PROFESIONAL",167.46,1,223.28,449,859
2016-12-01,SPINMASTER,LIVERPOOL,"L SATELITE",778988064429,778988064429,"SPIN PAW PATROL CACHORROS TRANSFORMABLES",233.1,2,394.82,455,717
2016-12-01,SPINMASTER,LIVERPOOL,"L SATELITE",778988070024,778988070024,"SPIN PAW PATROL SET DE JUEGO DE LUJO",860.62,1,1343.97,455,717
2016-12-01,SPINMASTER,LIVERPOOL,"L SATELITE",778988133040,778988133040,"SPIN PAW PATROL SET CACHORROS METALICOS",2301.79,1,1068.1,455,717
2016-12-01,SPINMASTER,LIVERPOOL,"L SATELITE",778988140642,778988140642,"SPIN PAW PATROL TABLET DE RYDER",226.9,2,636.2,455,717
2016-12-01,SPINMASTER,LIVERPOOL,"L SATELITE",778988113936,778988113936,"SPIN PP CAMION PAW PATROLLER",2867.58,1,1878.45,455,717
2016-12-01,SPINMASTER,LIVERPOOL,"L SATELITE",778988129494,778988129494,"SPIN PAW PATROL CACHORROS HEROES",123.45,1,115.79,455,717
2016-12-01,SPINMASTER,LIVERPOOL,"L SATELITE",778988210604,778988210604,"SPIN KINETIC FOAM INDIVIDUAL",102.76,2,256.9,455,717
2016-12-01,SPINMASTER,LIVERPOOL,"L SATELITE",778988215548,778988215548,"SPIN BUNCHEMS SET DE VIAJE",275.17,3,1031.91,455,717
2016-12-01,SPINMASTER,LIVERPOOL,"L SATELITE",778988121733,778988121733,"SPIN BUNCHEMS MEGA SET",399.31,1,516.38,455,717
2016-12-01,SPINMASTER,LIVERPOOL,"L SATELITE",778988122181,778988122181,"SPIN TMNT VEHICULOS T-MACHINES 2 PACK",137.24,1,171.55,455,717
2016-12-01,SPINMASTER,LIVERPOOL,"L SATELITE",778988651483,778988651483,"SPIN MB MASHA CON TRICICLO",182.46,1,144.89,455,717
2016-12-01,SPINMASTER,LIVERPOOL,"L PERISUR",778988019016,778988019016,"SPIN DRAGONES MINI DRAGONES Y VIKINGOS",304.75,2,239.66,530,1131
2016-12-01,SPINMASTER,LIVERPOOL,"L PERISUR",778988064429,778988064429,"SPIN PAW PATROL CACHORROS TRANSFORMABLES",233.1,1,197.41,530,1131
2016-12-01,SPINMASTER,LIVERPOOL,"L PERISUR",778988064009,778988064009,"SPIN PAW PATROL VEHICULOS BASICOS",1540,8,2751.76,530,1131
2016-12-01,SPINMASTER,LIVERPOOL,"L PERISUR",778988070024,778988070024,"SPIN PAW PATROL SET DE JUEGO DE LUJO",860.62,1,907.17,530,1131
2016-12-01,SPINMASTER,LIVERPOOL,"L PERISUR",778988066379,778988066379,"SPIN PAW PATROL PILOTOS DE RESCATE",444.85,5,705.91,530,1131
2016-12-01,SPINMASTER,LIVERPOOL,"L PERISUR",778988133040,778988133040,"SPIN PAW PATROL SET CACHORROS METALICOS",2301.79,1,720.97,530,1131
2016-12-01,SPINMASTER,LIVERPOOL,"L PERISUR",778988222492,778988222492,"SPIN AH VECTRON WAVE",578.62,1,671.55,530,1131
2016-12-01,SPINMASTER,LIVERPOOL,"L PERISUR",778988193242,778988193242,"SPIN AIR HOGS BATIMOVIL GRAVEDAD CERO",847.59,1,1059.48,530,1131
2016-12-01,SPINMASTER,LIVERPOOL,"L PERISUR",778988121733,778988121733,"SPIN BUNCHEMS MEGA SET",399.31,2,1032.76,530,1131
2016-12-01,SPINMASTER,LIVERPOOL,"L PERISUR",778988131527,778988131527,"SPIN PAW PATROL JUEGO DE AVENTURAS",-164.83,1,223.28,530,1131
2016-12-01,SPINMASTER,LIVERPOOL,"L PERISUR",778988208243,778988208243,"SPIN PETS FIGURA DE LUJO CON SONIDO",408.98,1,447.41,530,1131
2016-12-01,SPINMASTER,LIVERPOOL,"L PERISUR",778988230152,778988230152,"SPIN PPG MUÃƒâ€˜ECA DE ACCION DE 2",128.45,1,128.45,530,1131
2016-12-01,SPINMASTER,LIVERPOOL,"L PERISUR",778988651315,778988651315,"SPIN MB MUÃƒâ€˜ECA DE 5",167.8,1,197.41,530,1131
2016-12-01,SPINMASTER,LIVERPOOL,"L PERISUR",778988198452,778988198452,"SM BGM RETO EN FAMILIA",233.75,1,186.16,530,1131
2016-12-01,SPINMASTER,LIVERPOOL,"L PERISUR",778988190678,778988190678,"SM PAW INX VEHÃƒ?CULOS BÃƒ?SICOS",233.79,1,292.24,530,1131
2016-12-01,SPINMASTER,LIVERPOOL,"L COAPA",778988064009,778988064009,"SPIN PAW PATROL VEHICULOS BASICOS",1540,1,232.86,474,558
2016-12-01,SPINMASTER,LIVERPOOL,"L COAPA",778988133040,778988133040,"SPIN PAW PATROL SET CACHORROS METALICOS",2301.79,1,817.09,474,558
2016-12-01,SPINMASTER,LIVERPOOL,"L COAPA",778988140642,778988140642,"SPIN PAW PATROL TABLET DE RYDER",226.9,1,318.1,474,558
2016-12-01,SPINMASTER,LIVERPOOL,"L COAPA",778988210642,778988210642,"SPIN KINETIC FOAM TRIO",508.96,1,343.97,474,558
2016-12-01,SPINMASTER,LIVERPOOL,"L COAPA",778988131503,778988131503,"SPIN PAW PATROL JUEGO DE MEMORIA",123.45,1,171.55,474,558
2016-12-01,SPINMASTER,LIVERPOOL,"L COAPA",778988235751,778988235751,"SPIN TMNT MOVIE2 ARMAS DE BATALLA",282.07,1,361.21,474,558
2016-12-01,SPINMASTER,LIVERPOOL,"L COAPA",778988651315,778988651315,"SPIN MB MUÃƒâ€˜ECA DE 5",167.8,1,197.41,474,558
2016-12-01,SPINMASTER,LIVERPOOL,"L COAPA",778988628799,778988628799,"SM PAW VEHÃƒ?CULO DELUXE",490.73,1,654.31,474,558
2016-12-01,SPINMASTER,LIVERPOOL,"L COAPA",778988190678,778988190678,"SM PAW INX VEHÃƒ?CULOS BÃƒ?SICOS",233.79,1,292.24,474,558
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988969137,778988969137,"SPIN HEDBANZ NIÃƒâ€˜OS",192.41,2,431.74,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988018088,778988018088,"SPIN TMNT MEGAFIGURA",461.38,1,410.66,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988040027,778988040027,"SPIN HIJOS VS PADRES",185.52,1,162.34,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988039885,778988039885,"SPIN BATALLA DE LOS SEXOS",233.79,1,226.35,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988034057,778988034057,"SPIN SEW COOL MAQUINA DE COSER MAGICA",746.23,1,569.67,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988064429,778988064429,"SPIN PAW PATROL CACHORROS TRANSFORMABLES",233.1,3,399.76,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988070024,778988070024,"SPIN PAW PATROL SET DE JUEGO DE LUJO",860.62,1,907.17,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988066379,778988066379,"SPIN PAW PATROL PILOTOS DE RESCATE",444.85,3,277.58,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988098264,778988098264,"SPIN PP CACHORROS TRANSFORMABLES JUMBO",323.45,1,499.14,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988125182,778988125182,"SPIN PAW PATROL VEHICULO DE LUZ Y SONIDO",908.96,1,406.75,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988213957,778988213957,"SPIN PAW PATROL PELUCHE DE LUJO",419.61,1,377.65,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988113936,778988113936,"SPIN PP CAMION PAW PATROLLER",2867.58,1,1267.95,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988101193,778988101193,"SPIN TMNT HSH CAMION ACORAZADO CON FIG",645.91,1,861.21,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988215548,778988215548,"SPIN BUNCHEMS SET DE VIAJE",275.17,1,232.18,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988196984,778988196984,"SPIN TMNT MOV2 CAMION DE BASURA C FIGURA",962.07,1,843.16,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988651315,778988651315,"SPIN MB MUÃƒâ€˜ECA DE 5",167.8,1,197.41,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988657935,778988657935,"SM PAW CACHORROS TRANSFORMABLES JUMBO",424.27,1,336.92,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988231135,778988231135,"SM PAW CUARTEL DE LA SELVA",1292.46,1,1163.22,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988652398,778988652398,"SM MBP PLH BELLOWING BEAR",2844.66,1,559.48,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"L  SANTA FE",778988236277,778988236277,"SM STF KIT PROFESIONAL",167.46,1,223.28,528,769
2016-12-01,SPINMASTER,LIVERPOOL,"VENTAS POR TELEFONO",778988070024,778988070024,"SPIN PAW PATROL SET DE JUEGO DE LUJO",860.62,1,1007.97,0,28
2016-12-01,SPINMASTER,LIVERPOOL,"F XALAPA",778988654514,778988654514,"SM MBP PELUCHE 8 ANIMAL",742.08,1,158.04,291,131
2016-12-01,SPINMASTER,LIVERPOOL,"F CORDOBA",778988123119,778988123119,"SPIN TMNT FIGURA TEMP BASICA 5P",157.93,1,206.03,280,180
2016-12-01,SPINMASTER,LIVERPOOL,"F CORDOBA",778988654521,778988654521,"SM MBP FGR MASHA THE BEAR FIG",444.85,2,222.42,280,180
2016-12-01,SPINMASTER,LIVERPOOL,"F VILLAHERMOSA",778988133231,778988133231,"SPIN PAW PATROL AVION",688.97,1,1162.93,384,146
2016-12-01,SPINMASTER,LIVERPOOL,"F VILLAHERMOSA",778988190678,778988190678,"SM PAW INX VEHÃƒ?CULOS BÃƒ?SICOS",233.79,1,292.24,384,146
2016-12-01,SPINMASTER,LIVERPOOL,"F VILLAHERMOSA",778988654521,778988654521,"SM MBP FGR MASHA THE BEAR FIG",444.85,1,111.21,384,146
2016-12-01,SPINMASTER,LIVERPOOL,"L TUXTLA GTZ",778988064429,778988064429,"SPIN PAW PATROL CACHORROS TRANSFORMABLES",233.1,4,789.64,284,423
2016-12-01,SPINMASTER,LIVERPOOL,"L TUXTLA GTZ",778988140642,778988140642,"SPIN PAW PATROL TABLET DE RYDER",226.9,1,318.1,284,423
2016-12-01,SPINMASTER,LIVERPOOL,"L TUXTLA GTZ",778988133231,778988133231,"SPIN PAW PATROL AVION",688.97,1,861.21,284,423
2016-12-01,SPINMASTER,LIVERPOOL,"L TUXTLA GTZ",778988208151,778988208151,"SPIN PETS FIGURA BASICA",191.72,1,137.07,284,423
2016-12-01,SPINMASTER,LIVERPOOL,"L TUXTLA GTZ",778988608166,778988608166,"SM EGG Hatchimals Draggles PÃƒÂºrpura",1737.19,1,1835.34,284,423
